tank,diet,latitude,longitude,start_density,start_biomass,start_count,start_ABW,start_ABL,mortality_p,length_mm,width_mm,area_mm2,weight_g,condition
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,64.93,46.89,243.64,35.05,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,68.22,54.72,290.49,40.78,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,61.12,60.56,296.82,29.14,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,60.77,59.41,283.85,28.65,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,68.11,51.72,278.38,40.57,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,61.97,57.62,286.74,30.40,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,56.88,48.41,226.10,23.40,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,74.34,52.20,304.18,53.00,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,80.89,57.95,368.47,68.58,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,71.80,61.86,357.14,47.66,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,67.44,57.22,306.21,39.36,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,61.70,50.70,258.01,30.00,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,73.81,51.02,300.66,51.86,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,45.40,44.36,162.61,11.76,0.73
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,76.29,52.85,314.18,57.36,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,55.88,45.38,202.86,22.17,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,76.83,59.85,367.36,58.61,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,74.50,54.93,325.17,53.35,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,73.83,43.26,249.83,51.89,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,58.21,48.59,224.67,25.11,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,76.18,54.91,325.82,57.10,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,72.29,51.99,301.68,48.66,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,44.73,42.88,153.25,11.24,0.73
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,73.23,55.60,317.42,50.61,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,69.77,52.80,295.80,43.66,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,74.13,62.48,356.99,52.55,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,76.05,57.42,343.36,56.82,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,72.17,54.93,312.58,48.42,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,82.07,54.93,353.12,71.68,0.76
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,67.60,56.46,311.33,39.65,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,76.83,59.85,353.02,58.61,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,59.95,59.85,285.29,27.48,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,52.63,52.63,217.23,18.46,0.73
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,56.33,50.64,226.43,22.72,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,68.27,51.57,284.12,40.86,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,65.49,59.37,310.57,35.99,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,60.53,54.22,261.10,28.30,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,61.97,59.37,288.36,30.40,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,60.57,59.24,282.19,28.35,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,65.49,61.70,326.17,35.99,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,61.23,58.19,281.15,29.31,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,66.69,55.74,295.00,38.04,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,76.24,52.11,320.74,57.24,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,80.32,61.97,397.61,67.13,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,67.20,61.13,347.40,38.93,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,68.84,61.25,330.17,41.91,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,68.33,52.11,282.85,40.97,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,69.26,62.67,344.22,42.71,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,70.31,61.68,341.34,44.71,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,62.50,57.18,280.16,31.20,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,72.76,53.52,309.59,49.63,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,59.68,54.41,254.71,27.10,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,65.86,55.84,291.19,36.62,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,65.18,62.67,323.12,35.47,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,69.26,49.29,280.61,42.71,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,57.15,53.92,244.77,23.75,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,55.99,43.37,181.02,22.30,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,73.98,69.57,403.06,52.21,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,80.28,62.86,409.48,67.01,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,52.88,50.24,200.20,18.73,0.73
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,59.05,46.13,211.20,26.24,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,55.80,46.55,203.74,22.08,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,65.19,56.33,292.15,35.49,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,75.83,57.01,331.81,56.30,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,66.43,51.59,262.50,37.59,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,68.69,64.04,339.86,41.63,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,63.36,55.56,276.04,32.53,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,64.29,56.48,290.78,34.02,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,66.94,63.38,335.21,38.47,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,72.05,66.46,371.79,48.17,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,62.28,59.15,290.92,30.87,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,56.47,48.18,213.52,22.89,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,59.85,58.79,283.89,27.35,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,73.92,54.93,312.23,52.09,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,65.19,64.78,339.51,35.49,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,59.95,46.48,217.06,27.48,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,70.78,55.27,301.43,45.62,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,57.74,57.62,261.35,24.50,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,69.85,52.81,283.79,43.81,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,52.60,51.47,211.49,18.43,0.73
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,61.78,53.20,266.70,30.13,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,68.17,59.66,333.96,40.68,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,49.34,46.01,194.52,15.16,0.73
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,65.49,64.03,328.69,35.99,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,62.28,59.15,307.52,30.87,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,76.08,49.03,288.42,56.87,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,88.09,57.55,392.38,88.97,0.76
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,61.12,59.85,286.95,29.14,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,58.45,57.04,264.30,25.43,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,61.26,54.71,272.50,29.36,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,64.91,57.11,296.54,35.03,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,63.44,50.00,257.01,32.67,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,70.43,58.45,323.79,44.94,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,69.75,51.07,278.91,43.62,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,68.68,50.70,272.31,41.62,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,50.74,48.08,195.63,16.51,0.73
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,60.23,50.10,247.31,27.88,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,75.08,50.00,297.71,54.64,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,67.96,51.80,277.01,40.30,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,61.12,54.93,261.51,29.14,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,75.81,61.60,365.85,56.27,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,68.30,65.77,352.09,40.93,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,68.38,59.74,325.64,41.06,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,60.67,51.73,245.20,28.50,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,53.56,39.11,163.06,19.48,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,52.38,52.11,221.78,18.20,0.73
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,65.19,61.97,324.16,35.49,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,62.37,53.74,263.81,31.01,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,57.62,53.52,246.96,24.35,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,56.96,51.81,233.11,23.50,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,58.79,53.52,253.69,25.88,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,74.60,51.51,305.64,53.56,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,70.43,52.81,303.71,44.94,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,73.34,59.15,355.56,50.85,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,64.94,56.06,291.64,35.07,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,55.75,53.00,234.52,22.01,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,70.95,54.53,305.02,45.97,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,62.67,58.21,292.50,31.47,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,69.01,57.62,318.85,42.23,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,64.07,59.25,296.33,33.66,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,65.93,65.51,337.69,36.73,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,71.01,54.22,308.63,46.08,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,65.77,52.11,271.39,36.47,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,63.54,56.66,282.72,32.81,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,67.52,58.45,317.38,39.50,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,69.26,55.63,304.02,42.71,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,69.84,53.23,297.81,43.81,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,59.75,57.77,271.21,27.19,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,79.96,57.52,367.16,66.22,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,56.33,55.88,250.00,22.72,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,75.67,56.33,328.67,55.94,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,64.61,61.97,322.01,34.53,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,66.41,62.46,331.27,37.56,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,70.98,49.92,292.29,46.03,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,61.70,56.33,274.81,30.00,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,83.41,50.90,321.35,75.32,0.76
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,67.66,65.02,345.74,39.77,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,62.86,58.45,291.60,31.76,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,64.74,61.16,311.91,34.74,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,64.59,60.97,309.61,34.50,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,60.56,59.37,288.09,28.34,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,65.77,48.59,259.51,36.47,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,67.19,50.27,265.92,38.91,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,68.19,58.38,313.38,40.72,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,64.71,60.64,310.86,34.70,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,67.86,50.17,267.62,40.11,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,64.78,54.13,287.79,34.82,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,79.05,56.41,355.33,63.94,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,41.45,36.72,119.52,8.90,0.72
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,77.12,57.31,353.67,59.30,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,67.60,64.61,346.72,39.65,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,68.10,52.11,277.85,40.55,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,63.44,54.93,275.14,32.67,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,61.97,42.64,209.75,30.40,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,55.29,53.52,234.87,21.47,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,55.88,49.29,216.92,22.17,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,65.93,53.52,279.86,36.74,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,63.49,63.02,317.15,32.74,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,65.77,44.36,241.59,36.47,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,53.33,50.80,217.06,19.23,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,51.80,49.06,206.49,17.59,0.73
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,66.35,60.56,317.03,37.46,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,61.78,50.97,248.09,30.12,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,69.23,60.60,334.37,42.63,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,55.03,55.00,244.44,21.16,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,66.78,52.54,280.18,38.20,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,68.96,51.31,279.26,42.14,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,61.12,57.74,283.54,29.14,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,63.61,59.84,303.18,32.93,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,56.18,52.46,224.61,22.54,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,69.26,59.15,327.34,42.71,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,57.69,37.24,173.78,24.44,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,44.36,43.07,152.37,10.96,0.73
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,57.62,55.63,255.61,24.35,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,66.94,54.21,288.81,38.47,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,65.91,53.01,281.15,36.70,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,61.70,58.45,291.17,30.00,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,66.19,65.19,337.61,37.18,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,67.68,61.72,332.50,39.80,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,63.44,52.11,261.56,32.67,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,61.77,50.77,244.69,30.11,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,63.95,56.47,289.00,33.47,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,68.10,45.65,246.08,40.56,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,68.62,51.03,275.88,41.51,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,57.62,50.00,236.39,24.35,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,76.06,52.98,323.61,56.83,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,65.06,53.49,272.27,35.27,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,70.85,56.10,323.24,45.77,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,57.31,55.07,248.83,23.94,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,55.88,49.29,215.77,22.17,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,82.22,55.03,353.12,72.08,0.76
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,60.56,48.89,240.16,28.34,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,66.90,57.62,312.26,38.40,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,58.21,54.93,255.61,25.11,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,64.03,57.74,289.90,33.59,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,60.50,58.44,284.81,28.26,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,71.08,52.73,295.96,46.23,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,59.83,58.09,284.53,27.32,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,69.71,63.44,360.48,43.56,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,63.10,39.73,185.94,32.14,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,52.97,42.95,187.51,18.83,0.73
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,63.44,54.22,276.04,32.67,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,68.30,61.70,336.27,40.93,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,64.61,54.22,281.54,34.53,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,59.05,55.60,255.59,26.23,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,78.58,57.04,349.00,62.77,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,61.26,61.12,299.16,29.36,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,64.03,56.33,287.89,33.59,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,68.77,55.11,297.73,41.78,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,62.67,57.04,288.85,31.47,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,68.18,57.82,310.86,40.70,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,62.88,55.87,281.17,31.79,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,66.90,63.44,340.37,38.40,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,72.35,55.47,320.04,48.78,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,56.33,52.97,238.99,22.72,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,62.28,44.36,220.92,30.87,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,71.59,51.40,294.24,47.24,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,63.44,54.22,270.55,32.67,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,62.67,58.21,285.00,31.47,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,61.26,54.13,265.55,29.36,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,73.92,50.00,299.24,52.09,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,61.30,52.64,251.64,29.41,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,59.85,54.71,260.28,27.35,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,54.19,51.32,219.34,20.18,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,70.27,47.24,261.10,44.62,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,69.26,64.08,351.66,42.71,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,72.17,57.74,340.23,48.42,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,67.15,58.18,305.10,38.85,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,74.28,60.08,360.15,52.88,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,50.00,44.24,179.46,15.78,0.73
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,66.90,58.21,307.85,38.40,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,55.88,53.52,238.93,22.17,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,65.19,60.56,310.23,35.49,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,67.18,56.22,298.05,38.90,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,62.77,62.22,308.28,31.62,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,66.76,64.01,339.00,38.16,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,73.10,59.85,338.96,50.34,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,63.65,57.73,285.57,33.00,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,59.55,50.89,234.57,26.93,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,68.99,47.34,267.15,42.20,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,60.53,52.81,259.12,28.30,0.74
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,68.32,47.12,250.26,40.96,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,69.71,62.28,337.09,43.56,0.75
E15,control,-34.63,135.93,4.37,226.99,9817,19.40,53.49,26.76,67.52,50.70,276.49,39.50,0.75
